id,code,amount,date_created,date_created_gmt,date_modified,date_modified_gmt,discount_type,description,date_expires,date_expires_gmt,usage_count,individual_use,product_ids,excluded_product_ids,usage_limit,usage_limit_per_user,limit_usage_to_x_items,free_shipping,product_categories,excluded_product_categories,exclude_sale_items,minimum_amount,maximum_amount,email_restrictions,used_by,meta_data,_links
205,xrz29wmu,20.00,2021-02-14T05:53:12,2021-02-14T05:53:12,2021-02-14T05:53:12,2021-02-14T05:53:12,fixed_cart,,,,0,1,Array,Array,,,,,Array,Array,,0.00,0.00,Array,Array,Array,Array
